Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,Country,Season
I2,2003-01-26,Messina,Ternana,2,2,D,2.0,1.0,H,2.2,2.5,3.75,2.15,2.5,3.8,2.1,2.5,3.5,2.2,2.6,3.5,2.1,2.5,4.0,2.0,2.6,3.8,1.9,1.7,IT,2002/2003
I2,2003-01-26,Palermo,Cosenza,1,0,H,0.0,0.0,D,1.66,2.75,5.5,1.67,2.75,5.9,1.65,2.7,4.8,1.62,2.8,6.5,1.7,2.8,5.5,1.65,2.8,5.5,1.95,1.65,IT,2002/2003
I2,2003-01-26,Triestina,Bari,1,2,A,0.0,0.0,D,1.66,2.75,5.5,1.7,2.9,5.1,1.6,2.8,5.0,1.67,2.88,5.5,1.62,3.0,5.75,1.6,2.75,6.25,1.85,1.75,IT,2002/2003
I2,2003-01-26,Venezia,Cagliari,3,0,H,3.0,0.0,H,2.5,2.6,2.8,2.5,2.55,3.0,2.5,2.5,2.7,2.4,2.62,3.0,2.4,2.6,3.1,2.35,2.6,3.0,1.95,1.65,IT,2002/2003
I2,2003-01-26,Verona,Ancona,0,1,A,0.0,1.0,A,2.15,2.5,3.6,2.15,2.55,3.7,2.2,2.5,3.3,2.2,2.62,3.4,2.1,2.62,3.75,2.1,2.6,3.5,2.05,1.6,IT,2002/2003
I2,2003-01-27,Napoli,Catania,1,0,H,0.0,0.0,D,1.72,2.87,5.0,1.7,2.9,5.1,1.65,2.7,4.8,1.67,2.88,5.5,1.73,2.88,5.0,1.75,2.75,4.75,1.95,1.65,IT,2002/2003
I2,2003-01-31,Bari,Venezia,0,1,A,0.0,1.0,A,1.9,2.62,4.5,1.78,2.75,4.9,1.9,2.7,3.6,,,,1.91,2.62,4.5,1.9,2.6,4.25,2.05,1.6,IT,2002/2003
I2,2003-02-02,Ancona,Napoli,3,2,H,1.0,1.0,D,2.0,2.6,4.0,1.95,2.6,4.3,2.0,2.6,3.5,,,,2.0,2.6,4.2,1.95,2.65,3.9,2.05,1.6,IT,2002/2003
I2,2003-02-02,Cagliari,Livorno,1,1,D,0.0,0.0,D,1.9,2.62,4.5,1.95,2.6,4.3,1.9,2.7,3.6,,,,2.0,2.7,4.0,1.9,2.65,4.1,1.95,1.65,IT,2002/2003
I2,2003-02-02,Catania,Lecce,2,1,H,2.0,0.0,H,2.4,2.5,3.25,2.3,2.45,3.48,2.5,2.4,2.8,,,,2.38,2.5,3.25,2.5,2.5,2.9,2.05,1.6,IT,2002/2003
I2,2003-02-02,Cosenza,Verona,0,1,A,0.0,0.0,D,2.2,2.62,3.4,2.15,2.5,3.78,2.2,2.4,3.5,,,,2.2,2.6,3.5,2.1,2.6,3.5,1.95,1.65,IT,2002/2003
I2,2003-02-02,Salernitana,Messina,0,0,D,0.0,0.0,D,2.62,2.87,2.5,2.45,2.9,2.65,,,,,,,2.5,2.9,2.6,2.4,2.75,2.75,1.75,1.85,IT,2002/2003
I2,2003-02-02,Sampdoria,Palermo,1,0,H,1.0,0.0,H,1.8,2.87,4.5,1.72,2.85,5.05,1.85,2.6,3.9,,,,1.8,2.8,4.75,1.75,2.75,4.75,1.95,1.65,IT,2002/2003
I2,2003-02-02,Ternana,Genoa,1,3,A,1.0,0.0,H,1.9,2.62,4.5,1.85,2.6,4.88,1.9,2.6,3.8,,,,1.91,2.62,4.5,1.85,2.6,4.5,1.85,1.75,IT,2002/2003
I2,2003-02-02,Vicenza,Ascoli,2,1,H,2.0,0.0,H,1.53,3.0,7.0,1.55,2.95,6.9,1.6,2.8,5.0,,,,1.57,3.0,6.5,1.6,2.9,5.75,1.85,1.75,IT,2002/2003
I2,2003-03-02,Siena,Triestina,1,0,H,0.0,0.0,D,2.25,2.5,3.6,2.18,2.55,3.58,2.2,2.4,3.5,2.2,2.4,4.0,2.25,2.5,3.6,,,,1.88,1.7,IT,2002/2003
I2,2003-07-02,Genoa,Catania,2,0,H,2.0,0.0,H,1.727,2.75,5.5,1.85,2.65,4.75,1.7,2.7,4.4,1.8,2.7,5.0,1.833,2.625,5.0,1.8,2.7,4.5,1.85,1.75,IT,2002/2003
I2,2003-09-02,Ascoli,Bari,3,2,H,1.0,1.0,D,2.2,2.625,3.4,2.2,2.6,3.5,2.1,2.6,3.3,2.1,2.6,3.75,2.1,2.6,3.75,1.95,2.6,4.0,1.95,1.65,IT,2002/2003
I2,2003-09-02,Livorno,Verona,1,1,D,1.0,1.0,D,1.8,2.7,5.0,1.8,2.75,4.75,1.8,2.6,4.1,1.83,2.75,4.5,1.75,2.8,5.0,1.8,2.7,4.5,1.85,1.75,IT,2002/2003
I2,2003-09-02,Messina,Siena,0,0,D,0.0,0.0,D,2.3,2.5,3.4,2.25,2.55,3.45,2.3,2.5,2.9,2.38,2.5,3.25,2.3,2.5,3.4,2.3,2.6,3.1,2.1,1.55,IT,2002/2003
I2,2003-09-02,Napoli,Cagliari,2,0,H,1.0,0.0,H,1.833,2.875,4.333,1.85,2.75,4.5,1.8,2.7,3.9,1.83,2.75,4.5,1.95,2.75,4.0,1.95,2.7,3.8,1.95,1.65,IT,2002/2003
I2,2003-09-02,Palermo,Ancona,0,1,A,0.0,1.0,A,2.1,2.5,4.0,2.15,2.6,3.6,2.1,2.6,3.3,2.1,2.6,3.75,2.2,2.6,3.5,2.1,2.6,3.5,1.85,1.75,IT,2002/2003
I2,2003-09-02,Ternana,Salernitana,4,0,H,2.0,0.0,H,1.667,3.25,4.5,1.65,2.95,5.5,1.55,3.0,5.0,1.62,3.1,5.5,1.615,3.1,5.5,1.6,3.25,4.75,1.75,1.85,IT,2002/2003
I2,2003-09-02,Venezia,Triestina,1,0,H,0.0,0.0,D,2.5,2.5,3.1,2.4,2.65,3.0,2.4,2.5,2.8,2.25,2.6,3.4,2.5,2.5,3.1,2.3,2.5,3.25,1.85,1.75,IT,2002/2003
I2,2003-09-02,Vicenza,Cosenza,3,0,H,0.0,0.0,D,1.444,3.5,7.0,1.45,3.4,7.0,1.4,3.2,6.5,1.4,3.5,8.0,1.48,3.4,6.5,1.45,3.25,6.75,1.9,1.7,IT,2002/2003
I2,2003-10-02,Lecce,Sampdoria,1,0,H,0.0,0.0,D,2.5,2.5,3.1,2.5,2.4,3.25,2.5,2.5,2.7,2.4,2.4,3.4,2.4,2.5,3.25,2.4,2.4,3.2,1.95,1.65,IT,2002/2003
I2,2003-02-21,Verona,Venezia,1,0,H,1.0,0.0,H,2.1,2.5,4.0,2.0,2.65,4.0,2.1,2.7,3.1,2.1,2.6,3.75,2.0,2.6,4.0,2.0,2.6,3.8,1.95,1.65,IT,2002/2003
I2,2003-02-23,Ancona,Vicenza,3,1,H,1.0,1.0,D,2.25,2.5,3.6,2.3,2.4,3.65,2.2,2.6,3.0,2.25,2.5,3.6,2.2,2.5,3.6,2.1,2.6,3.5,1.9,1.7,IT,2002/2003
I2,2003-02-23,Bari,Genoa,2,1,H,0.0,1.0,A,2.1,2.75,3.5,2.05,2.55,4.0,1.9,2.6,3.8,2.1,2.6,3.75,2.0,2.6,4.0,2.1,2.6,3.5,1.85,1.75,IT,2002/2003
I2,2003-03-16,Lecce,Bari,1,0,H,0.0,0.0,D,1.83,2.62,5.0,1.75,2.75,5.15,1.85,2.7,3.7,2.0,2.62,4.0,1.9,2.62,4.5,1.8,2.7,4.5,1.9,1.7,IT,2002/2003
I2,2003-03-16,Napoli,Verona,0,0,D,0.0,0.0,D,1.9,2.87,4.0,1.8,2.85,4.5,1.85,2.7,3.7,1.9,2.75,4.3,1.9,2.75,4.33,1.9,2.75,3.9,2.05,1.6,IT,2002/2003
I2,2003-03-16,Palermo,Salernitana,1,1,D,1.0,0.0,H,1.5,3.4,6.0,1.45,3.7,6.0,1.45,3.3,5.5,1.5,3.6,5.5,1.44,3.6,6.5,1.5,3.5,5.1,1.7,1.9,IT,2002/2003
I2,2003-03-16,Ternana,Livorno,1,1,D,0.0,0.0,D,1.9,2.62,4.5,1.95,2.6,4.4,1.9,2.6,3.7,1.9,2.75,4.3,1.91,2.7,4.33,1.95,2.6,4.0,1.9,1.7,IT,2002/2003
I2,2003-03-17,Siena,Ancona,0,0,D,0.0,0.0,D,2.1,2.5,4.0,2.0,2.65,4.0,2.2,2.3,3.5,2.25,2.3,4.0,2.2,2.5,3.75,2.1,2.45,3.8,2.05,1.6,IT,2002/2003
I2,2003-03-21,Messina,Genoa,2,1,H,1.0,1.0,D,1.909,2.7,4.333,1.85,2.7,4.6,1.85,2.6,3.9,1.9,2.7,4.33,1.85,2.75,4.5,1.75,2.6,5.2,1.85,1.75,IT,2002/2003
I2,2003-03-23,Ascoli,Cosenza,3,0,H,1.0,0.0,H,1.909,2.7,4.333,1.88,2.7,4.4,1.9,2.6,3.8,1.9,2.7,4.33,1.9,2.7,4.333,1.85,2.6,4.5,2.05,1.6,IT,2002/2003
I2,2003-03-23,Bari,Siena,0,0,D,0.0,0.0,D,2.5,2.5,3.1,2.5,2.5,3.05,2.5,2.4,2.8,2.5,2.5,3.0,2.5,2.5,3.1,2.5,2.35,3.1,2.15,1.55,IT,2002/2003
I2,2003-03-23,Livorno,Napoli,1,1,D,1.0,1.0,D,1.833,2.875,4.333,1.85,2.8,4.3,1.85,2.7,3.7,1.91,2.8,4.0,1.833,2.8,4.5,1.85,2.6,4.5,1.95,1.65,IT,2002/2003
I2,2003-03-23,Palermo,Vicenza,1,0,H,1.0,0.0,H,2.3,2.625,3.2,2.25,2.65,3.3,2.2,2.5,3.1,2.25,2.62,3.25,2.25,2.6,3.4,2.25,2.55,3.2,2.05,1.6,IT,2002/2003
I2,2003-03-23,Salernitana,Catania,0,0,D,0.0,0.0,D,2.2,2.75,3.25,2.15,2.8,3.3,2.2,2.7,2.9,2.1,2.88,3.25,2.1,2.8,3.4,2.15,2.65,3.3,1.8,1.8,IT,2002/2003
I2,2003-03-23,Sampdoria,Ancona,2,1,H,1.0,0.0,H,1.909,2.625,4.5,1.88,2.55,4.9,1.85,2.5,4.2,1.9,2.62,4.5,1.85,2.6,5.0,1.8,2.5,5.2,2.05,1.6,IT,2002/2003
I2,2003-03-23,Triestina,Lecce,0,1,A,0.0,1.0,A,2.0,2.6,4.0,2.1,2.6,3.75,2.1,2.5,3.3,2.2,2.5,3.75,2.1,2.6,3.75,2.0,2.5,4.05,2.25,1.5,IT,2002/2003
I2,2003-03-23,Venezia,Ternana,0,0,D,0.0,0.0,D,2.2,2.625,3.4,2.2,2.55,3.55,2.1,2.5,3.3,2.2,2.62,3.4,2.2,2.6,3.5,2.0,2.6,3.8,1.95,1.65,IT,2002/2003
I2,2003-03-24,Verona,Cagliari,1,1,D,0.0,0.0,D,2.2,2.625,3.4,2.15,2.6,3.6,2.1,2.5,3.3,2.1,2.6,3.75,2.2,2.6,3.5,2.0,2.6,3.8,2.05,1.6,IT,2002/2003
I2,2003-03-30,Ancona,Salernitana,3,1,H,2.0,0.0,H,1.4,3.6,7.5,1.4,3.6,7.8,1.4,3.2,6.5,1.36,3.75,7.5,1.44,3.5,7.0,1.4,3.6,6.5,,,IT,2002/2003
