Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,GBAHH,GBAHA,GBAH,LBAHH,LBAHA,LBAH,B365AHH,B365AHA,B365AH,Country,Season
SP2,2005-06-11,Sp Gijon,Gimnastic,0,3,A,0.0,0.0,D,2.1,2.8,3.4,2.1,2.8,3.5,2.05,2.8,3.5,2.0,2.6,3.8,2.1,2.9,3.3,2.1,2.8,3.4,2.05,2.8,3.5,,,2.05,1.56,-0.5,,,,1.75,2.1,-0.25,ES,2004/2005
SP2,2005-06-12,Cadiz,Terrassa,3,1,H,1.0,0.0,H,1.36,4.0,7.0,1.35,4.25,7.0,1.37,3.75,7.5,1.45,3.8,5.4,1.4,4.0,6.0,1.4,3.75,7.0,1.3,4.1,8.0,1.8,1.8,1.37,2.5,-0.5,,,,1.75,2.1,-1.25,ES,2004/2005
SP2,2005-06-12,Celta,Eibar,1,2,A,0.0,1.0,A,2.1,3.2,3.1,1.95,3.15,3.45,,,,2.3,3.1,2.6,2.0,3.2,3.2,2.3,3.0,2.8,2.2,2.9,3.0,,,,,,,,,1.9,1.95,-0.5,ES,2004/2005
SP2,2005-06-12,Cordoba,Valladolid,3,4,A,2.0,4.0,A,1.36,4.0,7.0,,,,,,,,,,1.3,4.2,8.0,,,,,,,,,,,,,,,1.95,1.9,-1.25,ES,2004/2005
SP2,2005-06-12,Elche,Alaves,1,2,A,1.0,1.0,D,5.5,3.25,1.57,5.2,3.3,1.6,5.0,3.3,1.6,,,,7.0,3.75,1.4,5.0,3.5,1.57,5.5,3.05,1.6,1.9,1.7,1.99,1.6,0.5,,,,2.0,1.85,0.75,ES,2004/2005
SP2,2005-06-12,Ferrol,Xerez,1,2,A,0.0,1.0,A,1.66,3.1,5.0,1.8,2.65,5.4,1.65,2.9,5.5,,,,1.7,3.2,4.5,1.62,3.2,5.2,1.55,3.3,5.5,1.85,1.74,1.65,1.9,-0.5,,,,2.05,1.8,-0.75,ES,2004/2005
SP2,2005-06-12,Malaga B,Pontevedra,1,1,D,0.0,0.0,D,1.9,3.2,3.5,1.95,2.8,4.0,1.95,2.8,4.0,2.0,3.1,3.2,1.91,3.2,3.5,2.0,2.88,3.6,1.95,2.75,3.9,1.95,1.66,1.95,1.65,-0.5,,,,2.0,1.85,-0.25,ES,2004/2005
SP2,2005-06-12,Murcia,Lleida,1,0,H,1.0,0.0,H,2.2,2.6,3.5,2.3,2.4,3.7,2.15,2.45,3.9,2.0,2.6,3.8,2.1,2.6,3.75,2.2,2.5,3.75,2.2,2.4,3.85,1.95,1.66,2.15,1.5,-0.5,,,,1.85,2.0,-0.25,ES,2004/2005
SP2,2005-06-12,Poli Ejido,Tenerife,2,2,D,0.0,1.0,A,1.61,3.25,5.0,1.75,2.65,5.75,1.63,3.1,5.1,,,,1.65,3.0,5.5,1.62,3.25,5.0,1.6,3.3,4.8,1.95,1.66,1.63,1.93,-0.5,,,,2.0,1.85,-0.75,ES,2004/2005
SP2,2005-06-12,Recreativo,Almeria,1,1,D,1.0,0.0,H,1.44,3.6,6.5,1.4,3.75,7.0,1.4,3.6,7.25,1.5,3.7,5.0,1.4,3.6,7.5,1.44,3.75,6.0,1.4,3.6,7.0,1.8,1.8,1.4,2.41,-0.5,,,,1.9,1.95,-1.0,ES,2004/2005
SP2,2005-06-12,Salamanca,Ciudad de Murcia,0,2,A,0.0,0.0,D,2.2,2.8,3.2,1.9,2.85,4.1,2.0,2.75,3.75,2.1,2.8,3.3,2.2,3.0,3.0,2.1,2.88,3.3,2.1,2.7,3.5,1.9,1.7,2.0,1.59,-0.5,,,,1.75,2.1,0.0,ES,2004/2005
SP2,2005-06-17,Ciudad de Murcia,Poli Ejido,1,3,A,1.0,2.0,A,1.83,2.79,4.5,,,,,,,2.0,2.8,3.6,1.85,2.8,4.5,1.95,2.8,4.0,1.95,2.75,4.0,,,,,,,,,2.0,1.85,-0.5,ES,2004/2005
SP2,2005-06-18,Alaves,Sp Gijon,0,1,A,0.0,0.0,D,1.5,3.25,6.5,1.6,3.2,5.5,1.56,3.2,5.6,1.65,3.2,4.6,1.5,3.25,6.5,1.533,3.25,6.0,1.61,3.1,5.5,,,,,,,,,1.85,2.0,-1.0,ES,2004/2005
SP2,2005-06-18,Almeria,Murcia,1,0,H,1.0,0.0,H,2.79,2.7,2.5,2.3,2.65,3.25,2.3,2.7,3.0,2.2,2.7,3.2,2.25,2.75,3.2,2.5,2.75,2.875,,,,,,,,,,,,2.05,1.8,0.0,ES,2004/2005
SP2,2005-06-18,Eibar,Ferrol,1,1,D,1.0,0.0,H,1.22,5.0,9.5,1.25,5.5,7.25,1.25,4.2,8.0,1.25,4.2,8.0,1.15,5.5,12.0,1.181,5.25,11.0,1.25,5.0,8.0,,,,,,,,,1.975,1.875,-1.5,ES,2004/2005
SP2,2005-06-18,Gimnastic,Recreativo,4,4,D,0.0,2.0,A,2.5,2.79,2.75,2.4,2.65,3.05,2.45,2.7,2.8,2.2,2.8,3.1,2.3,2.9,2.9,2.5,2.8,2.75,2.62,2.75,2.62,,,,,,,,,1.899,1.95,0.0,ES,2004/2005
SP2,2005-06-18,Lleida,Celta,0,2,A,0.0,1.0,A,6.0,3.75,1.44,5.5,4.0,1.45,6.5,4.0,1.36,5.4,3.8,1.45,7.0,3.75,1.4,5.5,4.0,1.444,5.0,3.6,1.53,,,,,,,,,2.05,1.8,1.0,ES,2004/2005
SP2,2005-06-18,Pontevedra,Salamanca,4,1,H,2.0,1.0,H,2.5,2.75,2.79,2.2,2.7,3.35,2.25,2.75,3.0,2.0,2.8,3.6,2.1,2.8,3.5,2.25,2.8,3.1,2.3,2.8,3.0,,,,,,,,,2.0,1.85,0.0,ES,2004/2005
SP2,2005-06-18,Tenerife,Cordoba,0,2,A,0.0,1.0,A,2.7,2.79,2.5,1.85,2.85,4.35,2.65,3.2,2.15,1.65,3.3,4.4,1.9,2.9,4.0,1.8,3.2,4.0,,,,,,,,,,,,1.85,2.0,0.25,ES,2004/2005
SP2,2005-06-18,Terrassa,Malaga B,1,0,H,1.0,0.0,H,2.29,2.89,2.89,2.25,2.65,3.35,2.25,2.75,3.0,2.2,2.7,3.2,2.25,2.9,3.0,2.3,2.75,3.1,,,,,,,,,,,,1.95,1.9,-0.25,ES,2004/2005
SP2,2005-06-18,Valladolid,Elche,1,2,A,1.0,1.0,D,1.72,3.1,4.5,1.9,2.8,4.25,1.71,3.0,4.7,1.65,3.3,4.4,1.7,3.0,5.0,1.75,3.0,4.5,,,,,,,,,,,,1.85,2.0,-0.5,ES,2004/2005
SP2,2005-06-18,Xerez,Cadiz,0,2,A,0.0,1.0,A,5.5,3.39,1.53,6.5,3.35,1.5,5.4,3.5,1.51,4.6,3.2,1.65,6.0,3.4,1.5,5.5,3.6,1.5,5.5,3.6,1.5,,,,,,,,,1.95,1.9,0.5,ES,2004/2005
