Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,Country,Season
F2,2002-11-08,Wasquehal,Caen,2,2,D,1,2,A,2.1,2.75,3.5,2.1,2.77,3.51,2.1,2.7,3.1,2.1,2.75,3.4,,,,2.14,1.55,FR,2002/2003
F2,2002-11-09,Gueugnon,Amiens,1,1,D,0,0,D,2.1,2.75,3.5,2.05,2.8,3.45,2.0,2.8,3.1,2.05,2.8,3.5,,,,2.1,1.55,FR,2002/2003
F2,2002-11-09,Istres,Nancy,2,0,H,1,0,H,1.9,2.87,4.0,1.9,2.9,3.8,2.0,2.8,3.1,1.909,2.8,4.0,,,,2.1,1.55,FR,2002/2003
F2,2003-01-22,Reims,St Etienne,1,0,H,1,0,H,2.1,2.75,3.5,2.12,2.75,3.35,2.2,2.7,2.9,2.1,2.8,3.4,,,,2.25,1.5,FR,2002/2003
F2,2003-01-21,Toulouse,Le Mans,2,0,H,0,0,D,1.9,2.8,4.0,1.85,2.85,4.1,1.8,2.8,3.7,1.91,2.88,4.0,,,,2.1,1.55,FR,2002/2003
F2,2003-01-28,Le Mans,Lorient,0,1,A,0,1,A,1.8,3.0,4.2,1.8,2.9,4.25,1.85,2.8,3.5,1.75,3.0,4.5,,,,2.05,1.6,FR,2002/2003
F2,2003-01-28,Metz,Istres,4,1,H,2,0,H,1.444,3.4,7.0,1.45,3.45,6.45,1.4,3.2,6.5,1.444,3.4,7.0,,,,2.0,1.62,FR,2002/2003
F2,2003-01-29,Beauvais,Grenoble,0,1,A,0,1,A,2.25,2.75,3.2,2.25,2.75,3.05,2.3,2.7,2.7,2.25,2.8,3.1,,,,2.35,1.45,FR,2002/2003
F2,2003-01-29,Creteil,Clermont,0,1,A,0,0,D,1.909,2.625,4.5,1.85,2.7,4.45,1.75,2.9,3.8,1.85,2.75,4.5,,,,2.05,1.6,FR,2002/2003
F2,2003-01-29,Nancy,Chateauroux,1,0,H,0,0,D,2.5,2.75,2.75,2.5,2.7,2.75,2.5,2.7,2.5,2.5,2.75,2.75,,,,2.15,1.55,FR,2002/2003
F2,2003-01-29,Niort,Reims,0,0,D,0,0,D,1.667,3.1,5.0,1.65,3.05,5.0,1.6,3.0,4.6,1.667,3.1,5.0,,,,2.05,1.6,FR,2002/2003
F2,2003-01-29,St Etienne,Gueugnon,0,3,A,0,2,A,1.8,3.0,4.2,1.8,2.85,4.35,1.7,2.9,4.0,1.8,2.9,4.5,,,,2.15,1.55,FR,2002/2003
F2,2003-01-29,Valence,Laval,1,0,H,0,0,D,1.833,2.8,4.5,1.8,2.85,4.35,1.8,2.8,3.7,1.8,2.875,4.5,,,,2.15,1.55,FR,2002/2003
F2,2003-01-29,Wasquehal,Amiens,0,0,D,0,0,D,2.0,2.7,4.0,2.1,2.7,3.45,2.3,2.7,2.7,2.1,2.75,3.5,,,,2.35,1.45,FR,2002/2003
F2,2003-01-30,Caen,Toulouse,0,2,A,0,1,A,2.625,2.75,2.6,2.6,2.7,2.65,2.5,2.7,2.5,2.6,2.75,2.625,,,,2.25,1.5,FR,2002/2003
F2,2003-01-31,Metz,Le Mans,4,0,H,2,0,H,2.0,2.75,3.8,1.85,2.9,4.0,1.85,2.8,3.5,1.85,2.9,4.0,,,,2.25,1.5,FR,2002/2003
F2,2003-02-01,Grenoble,Valence,1,2,A,0,2,A,1.8,2.9,4.5,1.85,2.8,4.2,1.8,2.8,3.7,1.8,2.88,4.33,,,,2.25,1.5,FR,2002/2003
F2,2003-02-01,Istres,Beauvais,0,0,D,0,0,D,2.1,2.75,3.5,2.05,2.75,3.55,2.0,2.8,3.1,2.0,2.8,3.6,,,,2.35,1.45,FR,2002/2003
F2,2003-02-01,Laval,Nancy,0,1,A,0,1,A,1.66,3.1,5.0,1.6,3.0,5.7,1.6,2.9,4.8,1.7,3.1,4.5,,,,2.25,1.5,FR,2002/2003
